Hamiltonian_Index,Number_of_Sites,Dimensions,Delta,J,Bx,By,Bz,Ground_State_Density,Hamiltonian_Density,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,Seed
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,1,0.000244140625,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,2,0.00048828125,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,3,0.000732421875,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,4,0.0009765625,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,5,0.001220703125,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,6,0.00146484375,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,8,0.001953125,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,11,0.002685546875,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,14,0.00341796875,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,18,0.00439453125,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,23,0.005615234375,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,31,0.007568359375,1.0,1.0,0.000244140625,True,4149510129
2,12,1,0.5,0.0689,0.0,0.0,0.546175,0.000244140625,0.0029296875,1.0,0,BARK,40,0.009765625,1.0,1.0,0.000244140625,True,4149510129
